23,1000,1000,1000,16,1000,41.4,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1000,7.1,1000,17,10,21,1000,1000,1000,1000,11.2,1000,1000,1000,1000,1000,1000,12.5,1000,1000,1000,12.5,16,17.5,1000,1000
1000,32,24.2,1000,1000,1000,1000,1000,1000,1000,23,16.3,1000,1000,1000,1000,45.5,13.5,1000,1000,1000,1000,16.5,17,1000,1000
1000,1000,1000,17.7,1000,1000,1000,1000,1000,1000,25.5,1000,1000,1000,1000,1000,1000,23.8,1000,1000,1000,1000,1000,1000,1000,1000
1000,1000,1000,1000,13,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,13.5,1000,26.2,1000,1000,1000,1000,20,21,13,1000
20.5,1000,1000,1000,1000,28,1000,1000,1000,20.5,1000,1000,1000,1000,1000,28.2,36.5,37.7,1000,22,1000,26.5,1000,1000,31,23
34,1000,1000,1000,1000,1000,21.5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,19.5,1000,1000,1000,32.5
1000,1000,1000,1000,1000,1000,1000,20.5,1000,19,1000,1000,1000,1000,1000,31,1000,1000,1000,1000,22,20,1000,1000,20.5,26.5
1000,1000,1000,1000,1000,1000,1000,1000,16,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10,1000,1000,1000,1000,1000,14.5
1000,1000,1000,1000,1000,1000,1000,31.5,24,26.2,1000,1000,1000,1000,1000,1000,1000,1000,1000,35,1000,1000,1000,1000,1000,38.5
1000,1000,1000,1000,1000,1000,1000,36,27.3,1000,16,1000,16.5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1000,1000,1000,1000,1000,1000,1000,29.8,17.5,19,1000,16,1000,7,6.5,1000,1000,1000,1000,28,23,1000,1000,1000,1000,23.5
1000,1000,1000,1000,1000,1000,1000,31,18.8,19.5,1000,1000,16.5,1000,15.5,1000,1000,1000,1000,28.5,23,1000,1000,1000,24,23
1000,1000,1000,1000,1000,24,1000,1000,1000,1000,1000,1000,1000,21.2,1000,7,1000,1000,1000,1000,1000,1000,23,24,21,1000
1000,1000,1000,1000,1000,37,1000,1000,1000,1000,1000,1000,1000,1000,14.7,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,33.5,1000,1000,1000,1000,1000,1000,1000,1000,38.2,38
1000,24,1000,1000,1000,23.5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,22.3,1000,1000,1000,1000,1000,17.5,20,1000,1000
1000,1000,1000,1000,1000,35,1000,1000,1000,9.5,1000,1000,1000,1000,1000,28,32,35.7,1000,7,33,1000,1000,1000,1000,12
1000,1000,1000,1000,1000,1000,1000,1000,1000,22.6,1000,1000,1000,1000,1000,1000,1000,1000,21.6,1000,7.5,1000,1000,1000,1000,14
1000,1000,1000,1000,1000,1000,1000,1000,1000,33.4,1000,1000,1000,1000,1000,1000,1000,1000,32.4,29.7,1000,1000,1000,1000,1000,21.3
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,23,1000,1000,1000,1000,24.8
1000,29.7,1000,1000,1000,39.7,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,43,1000,1000,1000,32.5,23.5,1000,4.5,8.8,1000
1000,24,1000,1000,1000,34,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,37.5,1000,1000,1000,1000,1000,4,1000,8,1000
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,33,1000,1000
1000,1000,1000,1000,1000,1000,1000,1000,1000,19.2,1000,1000,1000,1000,1000,1000,1000,1000,18.2,1000,1000,1000,1000,1000,33,1000
1000,23.5,3.8,1000,14,1000,1000,25.6,17,13.5,7,1000,1000,23.5,19.5,14,25,5,1000,22,20.5,1000,1000,1000,17.3,22.5